Fighter,Date,Win,Weight Class,Gender,Win Difference,Loss Difference,Total Rounds Fought Diff,Height Difference,Reach Difference,Age Difference,Sig. Strike Difference,Sub. Attempt Diff,TD Diff,Weight Difference
Teruto Ishihara,7/7/2017,0,Featherweight,MALE,-8,-6,-42,-2,-1,-13,18.22222222,-0.555555556,-2.166666667,-20
Kevin Lee,6/25/2017,1,Lightweight,MALE,1,0,3,-4,2,-5,16.93333333,0.111111111,-1.283666667,0
Johny Hendricks,6/25/2017,0,Middleweight,MALE,2,-4,7,-3,-5,-3,18.63157895,-0.20802005,-0.674210526,0
Justine Kish,6/25/2017,0,Women's Strawweight,FEMALE,-1,-1,-3,1,-1,-3,34.25,-0.75,-0.35,10
Alex Garcia,6/25/2017,0,Welterweight,MALE,-4,-4,-17,-5,-3,-4,-17.97619047,-0.142857143,-0.061428571,0
Dennis Siver,6/25/2017,1,Featherweight,MALE,-1,-3,-23,-3,0,0,1.84166667,-0.25,-0.800833333,-10
Erik Koch,6/25/2017,0,Lightweight,MALE,-8,-8,-49,3,1,-7,-10.310559,0.248447205,-2.580745342,0
Marvin Vettori,6/25/2017,1,Middleweight,MALE,-2,-1,-7,-1,-3,-15,-13.5,1,0.6,0
Darrell Horcher,6/25/2017,1,Lightweight,MALE,0,0,-1,-2,-3,0,-16,0,0,0
Michel Quinones,6/25/2017,0,Featherweight,MALE,0,0,0,1,5,4,0,0,0,0
Johnny Case,6/25/2017,0,Lightweight,MALE,1,-2,0,-2,-1,0,19.7,-0.833333333,-0.860666667,-15
Jeremy Kimball,6/25/2017,1,Light Heavyweight,MALE,-1,0,-5,-2,-2,-6,-43.5,-1,0,0
Bethe Correia,6/17/2017,0,Women's Bantamweight,FEMALE,1,0,-5,-3,-5,-2,-0.30952381,0,-0.226190476,-10
Marcin Tybura,6/17/2017,1,Heavyweight,MALE,-12,-7,-33,0,1,-7,16.30303031,-0.227272727,0.140303031,9
Colby Covington,6/17/2017,1,Welterweight,MALE,-7,-3,-25,-3,-4,-6,2.31932773,-0.184873949,-1.602184874,0
Rafael Dos Anjos,6/17/2017,1,Welterweight,MALE,12,4,38,-2,0,2,-21.28571429,0.371428571,-0.27952381,0
Jon Tuck,6/17/2017,1,Lightweight,MALE,-1,-3,-2,4,3,-6,7.38961039,0.714285714,-0.005194805,0
Walt Harris,6/17/2017,1,Heavyweight,MALE,1,3,10,5,3,3,6.83333333,0.166666667,-0.5,3
Rolando Dy,6/17/2017,0,Featherweight,MALE,-7,-9,-43,-2,-4,-2,-46.125,-0.75,-0.5625,0
Ulka Sasaki,6/17/2017,1,Flyweight,MALE,-2,0,-7,3,5,2,-27.42857143,0.171428571,-2.930857143,0
Russell Doane,6/17/2017,1,Bantamweight,MALE,2,3,10,2,0,3,-33.33333333,0.666666667,0.221666667,0
Carls John De Tomas,6/17/2017,0,Flyweight,MALE,0,0,0,-4,0,0,0,0,0,0
Lucie Pudilova,6/17/2017,1,Women's Bantamweight,FEMALE,0,1,3,1,-5,-4,99,0,0,0
Mark Hunt,6/10/2017,1,Heavyweight,MALE,-2,5,14,-5,-7,11,2.21428571,0.071428571,-0.120779221,5
Daniel Kelly,6/10/2017,0,Middleweight,MALE,-1,-2,-1,-1,-7,6,20,-0.157142857,-1.031428571,0
Ross Pearson,6/10/2017,0,Lightweight,MALE,8,8,44,-4,-6,5,8.30303031,-0.166666667,0.196969697,0
Henrique da Silva,6/10/2017,0,Light Heavyweight,MALE,1,0,0,2,1,4,-11.91666667,0.25,-1.9175,0
Ben Nguyen,6/10/2017,1,Flyweight,MALE,0,-4,-17,-2,-1,-2,-15.625,-0.5,-4.375,-10
Mizuto Hirota,6/10/2017,0,Featherweight,MALE,0,3,10,1,-4,8,6.25,0,-2.4375,10
Vinc Pichel,6/10/2017,1,Lightweight,MALE,0,0,0,0,4,2,10,-0.333333334,0.126666667,0
Dominique Steele,6/10/2017,0,Welterweight,MALE,1,3,10,-1,2,0,23.75,0,0.355,0
Ashkan Mokhtarian,6/10/2017,0,Flyweight,MALE,-5,-5,-28,0,1,-2,-30.9,-0.6,-0.5,0
Zak Ottow,6/10/2017,1,Welterweight,MALE,-2,0,-2,1,1,-6,38.75,0.25,-0.75,0
Chanmi Jeon,6/10/2017,0,Women's Strawweight,FEMALE,0,-1,-3,0,0,-5,-31,0,0,-10
Max Holloway,6/3/2017,1,Featherweight,MALE,5,2,4,4,-1,-5,9.63194444,0.104166667,-1.145833333,10
Karolina Kowalkiewicz,6/3/2017,0,Women's Strawweight,FEMALE,0,-1,-3,-1,1,3,18.75,-0.8,-5.2,0
Nate Marquardt,6/3/2017,0,Middleweight,MALE,-1,0,13,0,0,-2,13.23188406,0.275362319,0.204347826,0
Oluwale Bamgbose,6/3/2017,0,Middleweight,MALE,0,2,4,-2,6,3,-10.33333333,0,0,0
Yancy Medeiros,6/3/2017,1,Welterweight,MALE,-3,-1,-8,-2,1,-3,10.17948718,-0.324786325,-0.461538462,-15
Marlon Moraes,6/3/2017,0,Bantamweight,MALE,-8,-2,-26,1,1,-5,-47,-0.2,-1.1,0
Matthew Lopez,6/3/2017,1,Bantamweight,MALE,-2,-1,-5,0,-2,-8,-2,1.3,0.915,0
Brian Kelleher,6/3/2017,1,Bantamweight,MALE,-9,-5,-33,-3,-5,-6,-28.28571429,-0.571428571,-1.071428571,0
Jamie Moyle,6/3/2017,0,Women's Strawweight,FEMALE,0,0,0,0,2,5,48,0,-0.7,0
Jimmy Wallhead,6/3/2017,0,Welterweight,MALE,0,-1,-3,-2,-2,10,3.5,0,-0.5,0
Glover Teixeira,5/28/2017,0,Light Heavyweight,MALE,0,-1,-4,-3,-3,7,-8.01282052,0.032051282,-0.949358975,0
Misha Cirkunov,5/28/2017,0,Light Heavyweight,MALE,3,0,4,1,2,3,-55,0.75,0.56,0
Ben Saunders,5/28/2017,0,Welterweight,MALE,5,0,8,2,2,4,6.55952381,0.178571429,-1.404761904,0
Omari Akhmedov,5/28/2017,1,Welterweight,MALE,3,3,14,2,0,-2,15.57142857,0.285714286,0.417142857,15
Nordine Taleb,5/28/2017,1,Welterweight,MALE,4,2,16,1,-3,10,40.16666667,0,0.583333333,0
Alex Nicholson,5/28/2017,0,Middleweight,MALE,0,1,1,3,4,-1,-12.33333333,0,-0.5,0
Damian Stasiak,5/28/2017,0,Bantamweight,MALE,-1,-2,-4,-1,5,-3,-19.16666666,0.166666667,0.146666667,0
Chris Camozzi,5/28/2017,0,Middleweight,MALE,5,5,26,-1,1,-6,0.76388889,-0.416666667,-1.027777778,0
Joaquim Silva,5/28/2017,1,Lightweight,MALE,-1,-3,-13,-3,-3,-10,-5.83333333,-0.5,-2.333333333,0
Bojan Velickovic,5/28/2017,1,Welterweight,MALE,-2,0,-4,0,1,-3,-17.6,0.466666667,-0.766666667,0
Jessin Ayari,5/28/2017,0,Welterweight,MALE,0,-1,-2,0,-1,0,33,0,0,-15
Damir Hadzovic,5/28/2017,1,Lightweight,MALE,0,-1,-5,0,-1,5,-15.5,-0.5,-2.5,0
Junior Dos Santos,5/13/2017,0,Heavyweight,MALE,2,1,13,0,-3,-1,9.13333333,0.066666667,-1.183333334,-2
Jessica Andrade,5/13/2017,0,Women's Strawweight,FEMALE,0,3,-5,-5,-3,-4,-51.9714286,0.5,0.288285714,-10
Jorge Masvidal,5/13/2017,0,Welterweight,MALE,-9,-2,-27,-2,2,-7,35.32371795,-0.461538462,-1.952564102,0
Yair Rodriguez,5/13/2017,0,Featherweight,MALE,-9,-6,-59,5,3,-11,-5.19047619,0.690476191,-2.63452381,0
David Branch,5/13/2017,1,Middleweight,MALE,-4,1,-7,0,1,8,-21.32142857,0,-0.575,0
Jason Knight,5/13/2017,1,Featherweight,MALE,-3,-1,-6,-1,-1,-8,32,0.5,-0.8,0
Rashad Coulter,5/13/2017,0,Heavyweight,MALE,0,-2,-5,-5,-2,8,-39.5,0,0,-45
Polo Reyes,5/13/2017,0,Lightweight,MALE,-3,-1,-8,-4,-5,2,28.57142857,-0.714285714,-0.142857143,0
Cortney Casey,5/13/2017,1,Women's Strawweight,FEMALE,2,2,8,4,4,-5,-30.6,0.2,0.2,0
Enrique Barzola,5/13/2017,1,Featherweight,MALE,-1,0,0,-1,-1,0,21.75,-1.75,0.413333333,0
Gadzhimurad Antigulov,5/13/2017,1,Light Heavyweight,MALE,0,-1,-4,-4,-6,-8,-45.5,1,1,0
Artem Lobov,4/22/2017,0,Featherweight,MALE,-7,-1,-23,1,-5,-3,-14.16666667,-0.166666667,-0.5,0
Diego Sanchez,4/22/2017,0,Lightweight,MALE,9,7,46,0,2,6,-17.23555556,0.386666667,-0.641288889,15
Marcos Rogerio de Lima,4/22/2017,0,Light Heavyweight,MALE,-3,-3,-24,-2,-5,-3,-16.66666666,0.333333333,-0.666666667,48
Eddie Wineland,4/22/2017,0,Bantamweight,MALE,-2,2,-5,4,3,0,-7.8,0,-0.567,0
Stevie Ray,4/22/2017,1,Lightweight,MALE,-10,-8,-34,0,-1,-5,8.71304348,-0.617391304,-0.951391304,0
Mike Perry,4/22/2017,1,Welterweight,MALE,-8,-7,-30,1,0,-7,31.38888889,-0.222222222,-1.222222222,0
Sam Alvey,4/22/2017,0,Middleweight,MALE,-4,-3,-26,1,-3,-5,5.10588235,-0.9,-1.823529412,20
Brandon Moreno,4/22/2017,1,Flyweight,MALE,-3,-4,-23,2,5,-5,-13,0.888888889,-1.643333333,0
Michael McBride,4/22/2017,0,Lightweight,MALE,-2,-1,-10,4,6,-2,-40.75,-0.5,-2.25,0
Danielle Taylor,4/22/2017,1,Women's Strawweight,FEMALE,0,-1,-2,-5,-7,-7,0.66666667,0,-0.833333333,0
Cindy Dandois,4/22/2017,0,Women's Bantamweight,FEMALE,-4,-2,-14,1,0,0,-34,-0.833333333,-0.666666667,10
Joe Proctor,4/22/2017,0,Welterweight,MALE,1,1,0,-2,0,4,-38.22857143,0.942857143,-0.4,-15
Matt Schnell,4/22/2017,0,Flyweight,MALE,-1,0,-3,6,6,-3,-5,-1,-1,10
Wilson Reis,4/15/2017,0,Flyweight,MALE,-7,0,-36,1,-1,2,-35.70833333,0.025,-3.782916667,0
Michelle Waterson,4/15/2017,0,Women's Strawweight,FEMALE,-1,-2,-11,-2,-3,7,-13.3,2,-1.8,0
Robert Whittaker,4/15/2017,1,Middleweight,MALE,1,1,9,-1,1,-11,30.95,-0.875,-1.075,0
Renato Moicano,4/15/2017,1,Featherweight,MALE,-10,-12,-60,3,1,-3,10.95833333,0.083333333,-0.875,0
Roy Nelson,4/15/2017,0,Heavyweight,MALE,8,9,39,-7,-8,12,-22.38888889,0.055555556,-0.846666667,13
Tom Duquesnoy,4/15/2017,1,Bantamweight,MALE,-1,-1,-3,-1,-5,-12,-8,-0.5,-1,0
Rashid Magomedov,4/15/2017,1,Lightweight,MALE,0,-1,1,-1,-1,2,17.7,0.033333333,-0.266666667,0
Tim Elliott,4/15/2017,1,Flyweight,MALE,-3,2,1,-2,-2,5,3.96428571,-0.714285714,-0.857142857,0
Augusto Mendes,4/15/2017,0,Bantamweight,MALE,-3,-1,-13,-1,-6,7,-14.66666667,-1.166666667,-1.946666667,0
Jake Collier,4/15/2017,0,Light Heavyweight,MALE,1,1,4,3,3,1,2.25,-0.25,-0.785,0
Andrew Sanchez,4/15/2017,0,Middleweight,MALE,0,-2,-3,-3,-2,1,16.75,-0.5,-0.25,-20
Nathan Coy,4/15/2017,0,Welterweight,MALE,-4,-1,-11,-2,-6,6,-1.71428571,-0.571428571,-0.2,-15
Ketlen Vieira,4/15/2017,1,Women's Bantamweight,FEMALE,-1,-1,-4,0,1,-4,-33.33333333,0,-0.673333333,10
Anthony Johnson,4/8/2017,0,Light Heavyweight,MALE,6,4,5,3,6,-5,-36.93055556,-0.347222222,-1.478888889,-30
Gegard Mousasi,4/8/2017,1,Middleweight,MALE,-1,1,-2,0,-2,-1,6.18181818,-0.363636363,-1.931818182,0
Pearl Gonzalez,4/8/2017,0,Women's Strawweight,FEMALE,-1,0,-1,0,4,1,-13,-3,-1,0
Patrick Cote,4/8/2017,0,Welterweight,MALE,-3,2,0,2,1,4,-6.43333333,-0.085714286,-0.390809524,0
Charles Oliveira,4/8/2017,1,Lightweight,MALE,8,7,27,0,2,-3,-24.82352941,1.294117647,-2.098235294,0
Mike de la Torre,4/8/2017,0,Featherweight,MALE,-4,2,-7,1,-2,2,0.79166667,-0.25,-1.541666667,0
Sean Strickland,4/8/2017,0,Welterweight,MALE,1,1,5,1,0,-3,12.91666667,0,-4.028333333,0
Charles Rosa,4/8/2017,0,Featherweight,MALE,1,2,9,-2,-6,4,-25.5,1.25,-0.6025,0
Jan Blachowicz,4/8/2017,0,Light Heavyweight,MALE,-2,-1,-3,0,2,-2,5.225,0.075,-3.35,0
Andrew Holbrook,4/8/2017,0,Lightweight,MALE,1,1,4,4,-1,1,-23.66666667,1.666666667,-4.666666667,0
Desmond Green,4/8/2017,1,Lightweight,MALE,-2,0,-6,4,3,-5,-70.5,-0.5,-4,10
Irene Aldana,4/8/2017,0,Women's Bantamweight,FEMALE,-1,0,-3,0,0,1,74.5,0,1,10
Magomed Bibulatov,4/8/2017,1,Flyweight,MALE,-1,0,-3,0,-3,0,-56,-1,-1,0
Corey Anderson,3/18/2017,0,Light Heavyweight,MALE,1,0,7,2,0,-10,31.78571429,-0.285714286,0.156428571,0
Alan Jouban,3/18/2017,0,Welterweight,MALE,0,0,-2,1,1,7,25.125,-0.75,-0.95,0
Marlon Vera,3/18/2017,1,Catch Weight,MALE,-3,-6,-19,2,2,-14,-4.59615385,1.346153846,-1.089038462,0
Makwan Amirkhani,3/18/2017,0,Featherweight,MALE,1,0,-1,2,2,5,-14.33333333,0.166666667,-1.976666667,0
Reza Madadi,3/18/2017,0,Lightweight,MALE,0,1,8,1,-1,9,18.65,-0.15,0.482,0
Francimar Barroso,3/18/2017,1,Light Heavyweight,MALE,3,2,14,1,1,11,25,0,-0.808333333,20
Tim Johnson,3/18/2017,1,Heavyweight,MALE,-2,-1,-8,3,3,-2,1.57142857,-0.142857143,-0.228928571,18
Vicente Luque,3/18/2017,0,Welterweight,MALE,0,-1,-8,-1,1,0,-6,0.266666667,-0.673333333,0
Teemu Packalen,3/18/2017,0,Lightweight,MALE,-1,1,-1,3,-1,5,-8,1,-3.365,0
Scott Askham,3/18/2017,0,Middleweight,MALE,0,0,-1,2,-1,1,-15.6,0,-0.3,15
Lucie Pudilova,3/18/2017,0,Women's Bantamweight,FEMALE,0,-1,-2,1,2,-13,-14,0,0,-10
Gian Villante,3/11/2017,0,Light Heavyweight,MALE,-3,-4,-19,2,0,-4,6.94444444,-0.25,-0.9375,0
Beneil Dariush,3/11/2017,0,Lightweight,MALE,-4,-2,-17,-1,-3,-4,-8.5125,0.4375,-0.1465,0
Ray Borg,3/11/2017,1,Flyweight,MALE,-1,-1,-3,-1,-4,-8,4.29166667,1.458333333,-0.821666667,10
Tim Means,3/11/2017,0,Welterweight,MALE,3,2,11,3,-1,4,16.70192308,-0.346153846,-1.605769231,0
Kevin Lee,3/11/2017,1,Lightweight,MALE,-4,-1,-14,0,7,-14,1.07142857,0.642857143,-0.444920635,15
Davi Ramos,3/11/2017,0,Welterweight,MALE,-5,-2,-19,-6,-2,-4,-28.85714286,-0.428571429,-1.142857143,-15
Joe Soto,3/11/2017,1,Bantamweight,MALE,-6,0,-15,0,-2,-3,19.32727273,0.036363636,-2.433272727,0
Joshua Burkman,3/11/2017,0,Lightweight,MALE,1,8,21,4,5,1,-3.0625,0.107142857,-3.714732143,0
Jeremy Kennedy,3/11/2017,1,Featherweight,MALE,-3,-4,-12,4,1,-8,9.875,-0.5,-0.025,0
Paulo Costa,3/11/2017,1,Middleweight,MALE,-1,-3,-11,0,0,-9,-44.75,-0.75,-1,0
Stephen Thompson,3/4/2017,0,Welterweight,MALE,2,-1,5,3,1,0,20.26666667,-0.222222222,-0.261444444,0
David Teymur,3/4/2017,1,Lightweight,MALE,1,-1,1,0,2,3,7,0,0.5,0
Daniel Kelly,3/4/2017,1,Middleweight,MALE,-9,-5,-41,0,-5,2,10.68333333,0.166666667,-2.186666667,-20
Cynthia Calvillo,3/4/2017,1,Women's Strawweight,FEMALE,-1,-1,-4,1,0,4,-35,-1.5,-1,0
Mark Hunt,3/4/2017,0,Heavyweight,MALE,1,2,14,-6,-8,6,-5.90769231,-0.023076923,-0.038461538,0
Luis Henrique,3/4/2017,0,Heavyweight,MALE,1,0,2,-1,-4,-8,-12.83333333,1,-0.066666667,-6
Darren Elkins,3/4/2017,1,Featherweight,MALE,7,4,28,2,1,6,9.4,0.633333333,-2.374,0
Luke Sanders,3/4/2017,0,Bantamweight,MALE,-7,-5,-30,-3,-4,-5,-2.69230769,0.461538462,-1.076923077,0
Daniel Spitz,3/4/2017,0,Heavyweight,MALE,0,-1,-1,3,5,-7,-5,0,0,5
Paul Craig,3/4/2017,0,Light Heavyweight,MALE,0,0,1,0,-3,4,27,2,-1.5,0
Andre Soukhamthath,3/4/2017,0,Bantamweight,MALE,0,-2,-5,0,-2,3,-48.5,0,-0.5,0
Travis Browne,2/19/2017,0,Heavyweight,MALE,1,4,8,3,0,2,-0.66666667,0.133333333,-0.078666667,-5
Hector Lombard,2/19/2017,0,Middleweight,MALE,-9,-1,-30,0,2,6,-10.77777778,-0.083333333,-2.952638889,0
Gavin Tucker,2/19/2017,1,Featherweight,MALE,-5,-6,-22,-2,-1,-1,-22.27272727,-0.545454545,-0.909090909,0
Cezar Ferreira,2/19/2017,0,Middleweight,MALE,3,2,8,0,3,4,-27.1,0.2,-1.382,0
Gina Mazany,2/19/2017,0,Women's Bantamweight,FEMALE,-4,-3,-14,0,2,-8,-18.71428571,-0.285714286,-1.714285714,0
Alessandro Ricci,2/19/2017,0,Lightweight,MALE,-4,-2,-17,0,-1,2,-16.42857143,-0.428571429,-0.428571429,0
Santiago Ponzinibbio,2/19/2017,1,Welterweight,MALE,1,1,1,-1,-1,-5,-1.17142857,0,-2.552857143,0
Randa Markos,2/19/2017,1,Women's Strawweight,FEMALE,0,2,5,3,0,2,14.73333333,0.066666667,-3.212666667,0
Reginaldo Vieira,2/19/2017,0,Bantamweight,MALE,1,1,5,-1,-3,5,39.5,1,0.375,0
Thiago Santos,2/19/2017,1,Middleweight,MALE,4,4,11,2,3,6,-25.44444444,0,0.055555556,20
Ryan Janes,2/19/2017,0,Middleweight,MALE,0,0,2,2,-1,6,68,-1,0,0
Germaine de Randamie,2/11/2017,1,Women's Featherweight,FEMALE,0,-1,-11,1,2,-3,-27.5,0,-0.4,-10
Derek Brunson,2/11/2017,0,Middleweight,MALE,-9,-3,-37,-1,0,-8,-13.63492063,0.047619047,-0.006190476,0
Tim Boetsch,2/11/2017,0,Middleweight,MALE,5,8,31,-1,2,-1,4.28571429,-0.307142857,-1.231571429,0
Jared Cannonier,2/11/2017,0,Light Heavyweight,MALE,-6,-2,-18,-3,1,-5,-2.72727273,-0.363636364,-1.363636364,-20
Jim Miller,2/11/2017,0,Lightweight,MALE,5,4,28,-1,-1,5,-12.2825,0.8775,-0.5604,0
Belal Muhammad,2/11/2017,1,Welterweight,MALE,-2,1,-3,-4,-6,2,20.66666667,-0.75,-0.416666667,0
Ulka Sasaki,2/11/2017,0,Flyweight,MALE,-3,0,-10,6,6,-5,-15.42857143,0.321428571,-3.877857143,0
Islam Makhachev,2/11/2017,1,Lightweight,MALE,-9,-5,-40,2,2,-7,-25.88235294,-0.176470588,-2.937254902,0
Phillipe Nover,2/11/2017,0,Featherweight,MALE,1,4,13,-3,2,6,-39.16666667,0.666666667,0.083333333,0
Roan Carneiro,2/11/2017,0,Welterweight,MALE,-1,3,-3,-2,0,5,-41.41666667,0.791666667,-2.746666667,0
Chan Sung Jung,2/4/2017,1,Featherweight,MALE,-6,-2,-18,1,6,-1,-16,0,-2.791666667,-10
Felice Herrig,2/4/2017,1,Women's Strawweight,FEMALE,1,1,3,-1,-1,9,-48.66666667,1.666666667,-0.333333333,0
James Vick,2/4/2017,1,Lightweight,MALE,-1,-2,-6,7,6,-4,12.44444444,0,-1.444444444,0
Volkan Oezdemir,2/4/2017,1,Light Heavyweight,MALE,-7,-4,-27,-1,-5,-6,-24.54545455,-0.181818182,-0.727272727,0
Marcel Fortuna,2/4/2017,1,Heavyweight,MALE,-3,-4,-12,-4,-2,-5,-28.57142857,0,-1.285714286,-55
Angela Hill,2/4/2017,0,Women's Strawweight,FEMALE,-5,-1,-11,2,2,7,-10.77777777,-0.555555556,-1.666666667,0
Chris Gruetzemacher,2/4/2017,0,Featherweight,MALE,-4,-2,-12,-3,-4,-1,87.14285714,-1.857142857,-1,10
Michinori Tanaka,2/4/2017,0,Bantamweight,MALE,2,2,12,-4,-5,5,30,0.25,0.4575,0
Bec Rawlings,2/4/2017,0,Women's Strawweight,FEMALE,-1,1,-3,5,4,0,-19.5,0.25,-0.6675,10
Khalil Rountree Jr.,2/4/2017,1,Light Heavyweight,MALE,0,1,3,0,1,-6,2.5,0,0,0
Julianna Pena,1/28/2017,0,Women's Bantamweight,FEMALE,2,-1,-3,1,3,-1,-20,1,-1.876666667,10
Jorge Masvidal,1/28/2017,1,Welterweight,MALE,-11,0,-15,-2,1,-1,12.63043478,0.148550724,-0.326630435,15
Francis Ngannou,1/28/2017,1,Heavyweight,MALE,-10,-7,-34,1,6,-7,-4.73809524,0.011904762,-0.142857143,10
Jason Knight,1/28/2017,1,Featherweight,MALE,-5,-7,-32,0,-2,-4,6.93333333,0.866666667,-0.333333333,0
Sam Alvey,1/28/2017,1,Middleweight,MALE,-7,-6,-29,2,1,-7,5.30303031,-0.525252525,-1.409090909,20
Aljamain Sterling,1/28/2017,0,Bantamweight,MALE,-3,-1,-9,2,5,-7,-8.88888889,1.177777778,-0.596222222,0
Li Jingliang,1/28/2017,1,Welterweight,MALE,3,2,11,0,-3,2,40.4,0,0.516,0
Jordan Johnson,1/28/2017,1,Light Heavyweight,MALE,-2,-1,-6,-1,3,1,-47,-0.333333333,-0.333333333,0
Alessio Di Chirico,1/28/2017,0,Middleweight,MALE,0,0,4,-1,1,-3,57,-0.5,-0.005,0
Jeremy Kimball,1/28/2017,0,Light Heavyweight,MALE,-3,-2,-5,-1,-3,-5,-12.2,-0.6,0,-48
Eric Shelton,1/28/2017,0,Flyweight,MALE,0,0,0,1,1,-1,0,0,0,0
JC Cottrell,1/28/2017,0,Lightweight,MALE,0,0,2,-5,-3,1,4,0,0,0
BJ Penn,1/15/2017,0,Featherweight,MALE,7,11,52,-2,-1,14,-19.53043478,-0.87826087,-1.242608696,10
Marcin Held,1/15/2017,0,Lightweight,MALE,-13,-8,-40,-1,0,-8,8.86363636,-0.227272727,-1.227272727,0
Ben Saunders,1/15/2017,1,Welterweight,MALE,0,0,-8,3,2,1,-38.36363636,0.272727273,-1.818181818,0
Sergio Pettis,1/15/2017,1,Flyweight,MALE,0,-2,-5,0,3,-9,26.33333333,0.047619047,-0.118730158,10
Drakkar Klose,1/15/2017,1,Lightweight,MALE,0,0,0,-3,-3,0,0,0,0,0
Augusto Mendes,1/15/2017,1,Bantamweight,MALE,-3,-1,-14,0,-1,-3,-49.4,-0.2,-2,0
Viktor Pesta,1/15/2017,0,Heavyweight,MALE,-1,2,6,1,-3,-13,7.66666667,-1,-1.469166667,0
Alex White,1/15/2017,0,Lightweight,MALE,0,-1,-1,0,-2,1,24.1,-0.75,-0.8125,-15
Nina Ansaroff,1/15/2017,1,Women's Strawweight,FEMALE,0,0,0,-2,0,0,3.5,1,-0.25,0
Chase Sherman,1/15/2017,0,Heavyweight,MALE,-1,-3,-7,-1,1,-6,38,-0.2,0,0
Joachim Christensen,1/15/2017,1,Light Heavyweight,MALE,0,0,1,4,3,2,47,0,0,0
Cyril Asker,1/15/2017,1,Heavyweight,MALE,0,0,-1,-2,0,-3,-1,0,0,-6
Ronda Rousey,12/30/2016,0,Women's Bantamweight,FEMALE,0,0,-1,-1,-1,1,-8,0.142857143,-0.464285714,-10
Cody Garbrandt,12/30/2016,1,Bantamweight,MALE,0,0,-12,0,-3,-6,-43.6,-0.2,-4.434,0
John Lineker,12/30/2016,0,Bantamweight,MALE,1,-1,-7,-3,0,-4,-15.08333333,-0.416666667,-1.166666666,10
Tarec Saffiedine,12/30/2016,0,Welterweight,MALE,-10,-2,-25,-4,-6,-5,38.9375,-0.25,-2.0425,0
Ray Borg,12/30/2016,1,Flyweight,MALE,-2,0,-4,-5,-5,-2,-37.34285714,-0.142857143,-1.000285714,0
Neil Magny,12/30/2016,1,Welterweight,MALE,-1,-1,-6,6,11,-4,3.10980392,-0.152941176,-2.791960785,-15
Marvin Vettori,12/30/2016,0,Middleweight,MALE,-2,-3,-15,-2,-5,-3,-12.83333333,0.333333333,-2.166666667,0
Alex Garcia,12/30/2016,1,Welterweight,MALE,-7,-5,-22,-3,-2,-12,2.4,-0.823529412,-0.429176471,0
Niko Price,12/30/2016,1,Welterweight,MALE,-2,-3,-10,-2,2,-4,-22.2,0,-0.8,0
Michelle Waterson,12/17/2016,1,Women's Strawweight,FEMALE,-3,-1,-13,-1,-3,8,-0.2,3.2,-0.6,0
Mickey Gall,12/17/2016,1,Welterweight,MALE,-1,-1,-6,2,3,4,-11,1,-0.5,0
Brad Pickett,12/17/2016,0,Bantamweight,MALE,-4,1,-20,0,1,1,-7.93333333,-0.366666666,-1.0925,0
Mike Perry,12/17/2016,0,Welterweight,MALE,-3,-2,-9,-2,-2,-10,17.35714286,0,-0.142857143,0
Paul Craig,12/17/2016,1,Light Heavyweight,MALE,-2,0,-4,0,0,2,-62.5,-0.5,0,0
Mizuto Hirota,12/17/2016,1,Featherweight,MALE,-10,-6,-33,-6,-7,3,25.26315789,-1.263157895,0.045614035,10
Colby Covington,12/17/2016,1,Welterweight,MALE,2,0,3,-1,0,1,-57.91666667,0.083333333,0.053333333,0
Alex Morono,12/17/2016,1,Welterweight,MALE,-1,-3,-7,1,1,-2,23.8,0.8,0,0
Scott Holtzman,12/17/2016,0,Lightweight,MALE,1,1,6,3,-1,2,0,0.666666667,0.576666667,10
Irene Aldana,12/17/2016,0,Women's Bantamweight,FEMALE,-2,-3,-10,0,2,-6,-41.4,0,0,0
Takeya Mizugaki,12/17/2016,0,Bantamweight,MALE,4,0,12,0,-1,1,7.15384615,0.076923077,0.106239316,0
Fredy Serrano,12/17/2016,0,Flyweight,MALE,2,0,6,1,1,7,10,0,0.366666667,0
Sultan Aliev,12/17/2016,1,Welterweight,MALE,-1,0,-5,-1,-2,5,-23,-0.5,-1,0
Anthony Pettis,12/10/2016,0,Featherweight,MALE,-6,1,-12,-1,3,4,-33.13333333,-0.066666667,-0.067333333,15
Matt Brown,12/10/2016,0,Welterweight,MALE,-5,5,5,-1,2,2,-9.31818182,0.59090909,-0.376818182,15
Dooho Choi,12/10/2016,0,Featherweight,MALE,-5,-3,-29,2,0,-8,-38.33333333,-0.181818182,-0.636363636,0
Kelvin Gastelum,12/10/2016,1,Middleweight,MALE,4,1,12,-2,-3,-12,13.66666667,-0.027777778,-1.398888889,0
Emil Meek,12/10/2016,1,Welterweight,MALE,-3,-2,-9,-1,1,1,-29.2,0,-0.8,0
Misha Cirkunov,12/10/2016,1,Light Heavyweight,MALE,-3,-2,-6,0,0,5,1.95833333,0.041666667,0.526666667,0
Drew Dober,12/10/2016,0,Lightweight,MALE,-1,2,-3,-1,0,1,-9.26190476,-0.357142857,-2.783333333,0
Viviane Pereira,12/10/2016,1,Women's Strawweight,FEMALE,-3,-2,-17,-6,-5,-10,-78.8,-0.4,-0.8,0
Matthew Lopez,12/10/2016,1,Bantamweight,MALE,-4,-1,-9,2,4,-3,-14.16666667,0.666666667,0.166666667,0
